Country,ISO3,Disease,Year,Latest Reported Cases Aggregate,Cases,Cases Lower,Cases Upper,Incidence,Incidence Lower,Incidence Upper,Derived_Cases_Method,Year Range Incidence Estimate
Germany,DEU,Bovine genital campylobacteriosis,2022,6.0,5.233470982575744,1.6017140916327535,13.297622097316331,3.733002019745214e-07,1.1424926132248605e-07,9.485110419521089e-07,None,2015-2018
Germany,DEU,Bovine spongiform encephalopathy,2022,5.0,4.382972105646397,0.4329094302979849,17.08019945856844,3.126346506427416e-07,3.087915807787205e-08,1.2183199121342277e-06,None,2009-2021
Germany,DEU,Bovine tuberculosis (-2018),2022,138.0,118.8744548381344,89.9421651819045,156.50253881965912,8.47924028783787e-06,6.415518217300975e-06,1.1163227912300472e-05,None,2010-2015
Germany,DEU,Bovine viral diarrhoea (2006-),2022,52.0,52.0,36.339821954152896,72.76041001315035,3.7091273778537993e-06,2.5920967022400206e-06,5.18995440007007e-06,None,2022
Germany,DEU,Enzootic bovine leukosis,2022,13.0,11.087044488214922,1.6687420943146556,39.54892435378122,7.908319278984813e-07,1.19030326703838e-07,2.8209999631784382e-06,None,2008-2013
Germany,DEU,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis,2022,1188.0,1181.4211291749643,1061.81100776713,1348.7112422629132,8.427002798072711e-05,7.573831305799221e-05,9.620272679801115e-05,None,2010-2022
Germany,DEU,Leptospirosis,2022,9.0,7.749553437979395,3.1970150066339755,16.60865156732001,5.527707850567385e-07,2.2804107477914469e-07,1.1846846968765589e-06,None,2011
Germany,DEU,Mycobacterium tuberculosis complex (Inf. with)(2019-),2022,153.0,144.69928786785292,110.35310069659141,196.1937089838744,1.032130942666541e-05,7.871417442784315e-06,1.3994374179899412e-05,Adjusted_Susceptible_Cases,2019-2023
Germany,DEU,Paratuberculosis,2022,486.0,486.0,428.00266572155317,549.1147294440873,3.466607510840281e-05,3.052916163888886e-05,3.916800916468934e-05,None,2022
Germany,DEU,Q fever,2022,488.0,488.0,431.2379007713927,549.8794832337621,3.4808733853704885e-05,3.0759928925372544e-05,3.922255857273935e-05,None,2022
Germany,DEU,Schmallenberg virus (Inf. with),2022,674.0,585.7115817922562,464.8123364503844,739.7596466078829,4.177843968368677e-05,3.315477235946754e-05,5.276659150509134e-05,None,2011-2012
Djibouti,DJI,Brucella abortus (Inf. with),2022,6.0,3.4999999999999996,0.7459862215156977,7.776443098857668,1.954602950333539e-05,4.1660196270935765e-06,4.342816749750882e-05,Adjusted_Susceptible_Cases,2021-2023
Djibouti,DJI,Echinococcosis/hydatidosis,2022,274.0,278.9301447701671,235.4128103412439,327.65686308834756,0.0007788538341496139,0.0006573408194847217,0.0009149129589850237,None,2013
Djibouti,DJI,Echinococcus granulosus (Inf. with) (2014-),2022,4.0,4.0,0.6649360458507854,12.343670551818803,1.1169159716191652e-05,1.8566942242900895e-06,3.446710696932894e-05,None,2022
Djibouti,DJI,Lumpy skin disease virus (Inf. with),2022,31.0,30.653703704851793,15.690484649517419,53.17676093252866,8.559402814307636e-05,4.381238226872836e-05,0.00014848493401128828,None,2017-2020
Denmark,DNK,Bluetongue virus (Inf. with),2022,25.0,23.265070578050036,14.601317912808616,36.5917532100179,2.42778198323568e-05,1.5236926293126383e-05,3.818462483501035e-05,None,2008
Denmark,DNK,Bovine spongiform encephalopathy,2022,2.0,1.8572571872413097,0.10592137996668857,8.169570580831007,1.9381052476469e-06,1.1053223202563807e-07,8.525199268308494e-06,None,2005-2009
Denmark,DNK,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis,2022,1.0,0.9118486514981319,0.05200371179120772,4.010974876621477,9.515422358673378e-07,5.426747970719329e-08,4.1855761872735945e-06,None,2005
Dominican (Rep.),DOM,Bovine tuberculosis (-2018),2022,2880.0,3204.1858083367397,2602.625209744765,3964.7066214272754,0.0008983921866665301,0.0007297261435877093,0.001111627622170965,None,2005-2018
Dominican (Rep.),DOM,Brucella abortus (Inf. with),2022,2245.0,2526.874109750628,2009.503616552284,3193.311123999388,0.0007084869894197262,0.0005634262356107966,0.000895343133950635,None,2005-2019
Dominican (Rep.),DOM,Leptospirosis,2022,375.0,443.6801074323424,336.63846867560454,582.3238129198544,0.00024879876869780636,0.0001887739276559237,0.00032654483536872283,None,2005-2008
Dominican (Rep.),DOM,Mycobacterium tuberculosis complex (Inf. with)(2019-),2022,1014.0,1023.042968533419,816.6600713553765,1293.3441298380596,0.0005736832159753236,0.00045795161151971253,0.0007252577287461873,None,2019
Dominican (Rep.),DOM,Rabies virus (Inf. with),2022,28.0,30.45924617730543,3.5674119377043807,115.57135689413528,8.540187871204677e-06,1.0002338201223641e-06,3.240398973305372e-05,None,2005-2019
Algeria,DZA,Bluetongue virus (Inf. with),2022,7.0,6.836653600748617,2.386584049939329,32.39658083038057,2.880560686864878e-06,1.0055650895346244e-06,1.3649999338655389e-05,None,2009-2020
Algeria,DZA,Bovine tuberculosis (-2018),2022,190.0,178.8801579258268,146.58000850547486,215.94148032316355,7.536949810136566e-05,6.176012924436535e-05,9.098494310347941e-05,None,2017-2018
Algeria,DZA,Brucella abortus (Inf. with),2022,1362.0,1362.0,1262.3802052125238,1466.7373753876404,0.0005738660878006688,0.0005318922097520679,0.0006179962110460543,None,2022
Algeria,DZA,Echinococcosis/hydatidosis,2022,15093.0,13418.980266758572,13118.608538917453,13723.902198258147,0.00565396307485985,0.00552740422879369,0.00578243910710235,None,2013
Algeria,DZA,Echinococcus granulosus (Inf. with) (2014-),2022,12880.0,12880.0,12568.985129984867,13196.132700604634,0.00542686873044979,0.005295825494984725,0.005560068316442332,None,2022
Algeria,DZA,Epizootic hemorrhagic disease virus (Inf. with),2022,27.0,27.759035197965243,8.661954527149074,67.28132526428212,2.339202486075973e-05,7.299268659621632e-06,5.6696726742228897e-05,None,2006-2021
Algeria,DZA,Foot and mouth disease virus (Inf. with),2022,1303.0,1192.321398299624,840.0390570099619,1730.5742555642455,0.0005023735802079501,0.0003539426778605505,0.000729161437363589,None,2014-2022
Algeria,DZA,Mycobacterium tuberculosis complex (Inf. with)(2019-),2022,172.0,172.0,139.1595961488375,209.9576122488333,7.247060726998166e-05,5.863360721134683e-05,8.846369570132726e-05,None,2022
Algeria,DZA,Peste des petits ruminants virus (Inf. with),2022,0.0,0.0,0.0,0.8668591903590808,0.0,0.0,7.304861853824095e-07,None,2013
Algeria,DZA,Rabies virus (Inf. with),2022,107.0,107.0,80.83755717307443,138.27973533998266,4.508345917376766e-05,3.406015615438702e-05,5.826288600709819e-05,None,2022
Ecuador,ECU,Anthrax,2022,88.0,80.15448940649779,28.21043496552279,193.8868067851668,1.6454316815923724e-05,5.791109616875618e-06,3.980157529407581e-05,None,2012-2017
Ecuador,ECU,Bluetongue virus (Inf. with),2022,784.0,708.6899282320046,485.4854918535533,1023.7480219056467,0.00014548166534061085,9.966169270919642e-05,0.00021015758963521228,Adjusted_Susceptible_Cases,2016-2023
Ecuador,ECU,Bovine anaplasmosis,2022,109.0,109.32889334227323,48.37885501559918,219.2269998468631,2.24433124271423e-05,9.931334021494966e-06,4.500347437547677e-05,Adjusted_Susceptible_Cases,2020-2023
Ecuador,ECU,Bovine babesiosis,2022,5.0,3.731087726844644,1.3377579287443784,8.01907635225943,1.5318542973721348e-06,5.492366789573611e-07,3.2923526516897032e-06,None,2010
Ecuador,ECU,Bovine tuberculosis (-2018),2022,556.0,438.8393595050831,309.45548047862223,638.7898072159044,9.008605639010315e-05,6.352580565258235e-05,0.00013113239126767188,None,2007-2018
Ecuador,ECU,Bovine viral diarrhoea (2006-),2022,679.0,620.6521014843328,360.6912780199674,1058.9291946475719,0.00012740903704720223,7.404362007949923e-05,0.0002173796699770334,Adjusted_Susceptible_Cases,2006-2023
Ecuador,ECU,Brucella abortus (Inf. with),2022,2616.0,2209.85743126749,1650.5376408051695,2974.245835822987,0.000453645136552401,0.00033882655181899206,0.0006105607263353857,Adjusted_Susceptible_Cases,2005-2023
Ecuador,ECU,Echinococcosis/hydatidosis,2022,3640.0,2902.9523028833455,2772.2923293759027,3037.6937267922467,0.0005959254091298065,0.0005691031984817104,0.0006235854702647727,None,2008
Ecuador,ECU,Enzootic bovine leukosis,2022,1247.0,1112.17125477675,807.917514302855,1587.517749626175,0.00022830933507483062,0.00016585135579935583,0.0003258896687717381,Adjusted_Susceptible_Cases,2005-2023
Ecuador,ECU,Foot and mouth disease virus (Inf. with),2022,3450.0,2655.958676295864,2199.4754472791205,3218.278870961235,0.0005452219312151317,0.0004515138965558971,0.0006606564465308247,None,2005-2011
Ecuador,ECU,Haemorrhagic septicaemia (Pasteurella multocida serotypes 6:b and 6:e),2022,9.0,8.461106763349267,1.651665277337911,26.884583582881774,1.7369174493951387e-06,3.390580359055394e-07,5.518935483369912e-06,None,2018-2019
Ecuador,ECU,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis,2022,2474.0,2140.2887849026642,1595.2265937174543,2890.3053045211473,0.00043936390843632477,0.00032747215983245953,0.0005933292012397314,Adjusted_Susceptible_Cases,2005-2023
Ecuador,ECU,Leptospirosis,2022,3312.0,2438.4686102413943,2072.022608555698,2918.8799083709746,0.0005005750190125283,0.00042535005466790894,0.0005991950683685222,None,2006-2011
Ecuador,ECU,Marek's disease (-2011),2022,3.0,2.189723586074957,0.5445012080466205,5.676086956446158,8.990240195244042e-07,2.2355317712562184e-07,2.330403044112613e-06,None,2011
Ecuador,ECU,Mycobacterium tuberculosis complex (Inf. with)(2019-),2022,394.0,239.08520755287807,182.77500386614594,317.8221891663956,4.908001760356824e-05,3.752051621704234e-05,6.52433448256783e-05,Adjusted_Susceptible_Cases,2019-2023
Ecuador,ECU,New world screwworm (Cochliomyia hominivorax),2022,1670.0,1357.6452909913232,1290.2917002537542,1434.130749943334,0.00027870086762485504,0.0002648743517441839,0.0002944019965663076,Adjusted_Susceptible_Cases,2005-2023
Ecuador,ECU,Paratuberculosis,2022,65.0,61.87660372482095,24.40509198900901,139.4748965108195,1.2702186099872201e-05,5.009939162264351e-06,2.8631760392339982e-05,None,2011-2022
Ecuador,ECU,Rabies virus (Inf. with),2022,205.0,178.0225141177046,72.77863160082921,393.7850037807152,3.6544913071612724e-05,1.494018202419444e-05,8.08371840123324e-05,Adjusted_Susceptible_Cases,2005-2023
Ecuador,ECU,Vesicular stomatitis (-2014),2022,1346.0,1079.1204597363264,856.4674359899225,1413.360412069816,0.00022152458406911584,0.0001758178068209069,0.00029013820894473815,None,2005-2014
Egypt,EGY,Bluetongue virus (Inf. with),2022,70.0,54.7632150615496,42.9157292299199,68.61239836062643,2.5343953656770456e-05,1.9861037222287994e-05,3.175323878222252e-05,None,2018
Egypt,EGY,Bovine anaplasmosis,2022,378.0,1693.0229999597136,1444.6771615744146,2041.4110732832003,0.00039175837651788997,0.0003342921976986335,0.0004723739062576824,Adjusted_Susceptible_Cases,2005-2023
Egypt,EGY,Bovine babesiosis,2022,17129.0,16470.58565517258,15324.87751559918,17775.947214065818,0.003811224003881105,0.003546111976027208,0.004113279159122968,Adjusted_Susceptible_Cases,2006-2023
Egypt,EGY,Bovine cysticercosis (-2014),2022,270.0,204.67146114716715,174.32415000908182,238.89777298204362,4.736011226100684e-05,4.033787254930623e-05,5.527993636200566e-05,None,2005
Egypt,EGY,Bovine tuberculosis (-2018),2022,500.0,358.01909924004076,244.16874541148073,542.2844397082408,8.284410848760662e-05,5.6499617135200096e-05,0.00012548233055077767,None,2005-2018
Egypt,EGY,Brucella abortus (Inf. with),2022,1139.0,863.4103490615682,651.5703563731072,1144.6699108848993,0.0001997895106121733,0.00015077063040843836,0.00026487178611738697,None,2005
Egypt,EGY,Brucella melitensis (Inf. with),2022,847.0,723.7727928265455,505.85425235575724,1070.6243757752625,0.00016747796946189964,0.00011705253895681166,0.00024773796181397226,Adjusted_Susceptible_Cases,2006-2023
Egypt,EGY,Echinococcosis/hydatidosis,2022,759.0,524.0703858857596,416.971920696715,664.0606433387638,0.00012126767537156598,9.648554255292369e-05,0.00015366083009504903,None,2007-2012
Egypt,EGY,Foot and mouth disease virus (Inf. with),2022,401.0,381.88182482150484,193.74709261862031,704.075324955284,8.836584247072956e-05,4.4832259491535614e-05,0.0001629200585327851,Adjusted_Susceptible_Cases,2013-2023
Egypt,EGY,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis,2022,11.0,8.338466935625329,4.32955579429749,14.279517171104645,3.858972110156113e-06,2.0036818744434887e-06,6.608440008841468e-06,None,2005
Egypt,EGY,Lumpy skin disease virus (Inf. with),2022,3249.0,2397.281409698392,2210.757123103695,2696.1970770464713,0.0005547208000968141,0.000511559867434213,0.0006238886239000535,Adjusted_Susceptible_Cases,2006-2023
Egypt,EGY,Mycobacterium tuberculosis complex (Inf. with)(2019-),2022,392.0,404.41679826672953,335.1870247486994,522.5745357429703,9.358034021351573e-05,7.756086281671128e-05,0.00012092154196199796,Adjusted_Susceptible_Cases,2019-2023
Egypt,EGY,Peste des petits ruminants virus (Inf. with),2022,20.0,15.646632874728459,7.4253873129580175,31.679816185229633,7.24112961622013e-06,3.436406568381163e-06,1.4661151511120711e-05,None,2018
Egypt,EGY,Rabies virus (Inf. with),2022,17.0,16.86645113014269,4.855720771533576,43.497697423518595,3.902825603976002e-06,1.12359329219122e-06,1.0065183594853432e-05,Adjusted_Susceptible_Cases,2017-2023
Egypt,EGY,"Theileria annulata, Theileria orientalis and Theileria parva (Inf. with)",2022,6929.0,5687.367509842799,5148.141905917958,6367.228930677587,0.0013160328373386706,0.0011912583084778688,0.0014733499006566058,Adjusted_Susceptible_Cases,2005-2023
Egypt,EGY,"Trypanosoma Brucei, T. Congolense, T. Simiae and T. Vivax (Inf. with) (2022-)",2022,1.0,1.0,0.057031078245021974,4.398728747398595,4.6279155868196964e-07,2.6393501594327087e-08,2.0356945332277835e-06,None,2022
Egypt,EGY,Trypanosomosis (tsetse-transmitted) (-2021),2022,21.0,15.820670936108293,2.8407659240136174,52.22027689647069,3.660836480958046e-06,6.57341244912444e-07,1.208355166986086e-05,None,2009-2021
Eritrea,ERI,Anthrax,2022,414.0,431.35197430241544,304.3148984940499,616.760898841534,0.00018054923143028803,0.00012737584225676086,0.0002581550865558865,Adjusted_Susceptible_Cases,2005-2023
Eritrea,ERI,Bovine tuberculosis (-2018),2022,3000.0,3148.3269435532334,3002.1617693374374,3299.8627868745643,0.0013177823304716958,0.0012566025713916218,0.0013812100685504495,None,2009
Eritrea,ERI,Brucella abortus (Inf. with),2022,3505.0,3678.134129289999,3554.524684115374,3807.0116862722543,0.0015395415570191404,0.00148780285717919,0.0015934853088690995,None,2009-2017
Eritrea,ERI,Brucella melitensis (Inf. with),2022,4.0,4.133456575833714,1.282992854506983,9.600945533898194,3.4602480219275912e-06,1.0740341420085163e-06,8.037256998546065e-06,None,2014
Eritrea,ERI,Contagious caprine pleuropneumonia,2022,60.0,63.280474012231714,48.58947199789455,80.67000496470149,5.297409831462906e-05,4.067579307599445e-05,6.753142799176387e-05,None,2008
Eritrea,ERI,Foot and mouth disease virus (Inf. with),2022,12512.0,12745.377174535457,11649.078492316417,13965.596871850921,0.005334780388737002,0.004875907133751236,0.005845522756110402,None,2007-2022
Eritrea,ERI,Heartwater,2022,10.0,10.457152433050535,4.165430406124138,22.046469037252287,4.377007518720584e-06,1.743507166318896e-06,9.22790036342081e-06,None,2008-2010
Eritrea,ERI,Lumpy skin disease virus (Inf. with),2022,8732.0,8975.447738497465,8081.4707149971055,9978.474569424781,0.0037568164456628053,0.003382628139766317,0.004176649283383679,Adjusted_Susceptible_Cases,2010-2023
Eritrea,ERI,Mycoplasma mycoides subsp. mycoides SC (Inf. with) (Contagious bovine pleuropneumonia),2022,10.0,10.342467532467532,5.182101336806772,18.138059042844557,8.658008658008657e-06,4.338101918125806e-06,1.518394635897431e-05,None,2012
Eritrea,ERI,New world screwworm (Cochliomyia hominivorax),2022,870.0,874.5622298978351,817.727501790342,933.9691860055633,0.0007321238703097263,0.0006845457109888972,0.000781855323535177,None,2019
Eritrea,ERI,Peste des petits ruminants virus (Inf. with),2022,4.0,4.2186982674821145,1.3094512143045394,9.798939833274268,3.5316065543086042e-06,1.0961832768725923e-06,8.203004326526839e-06,None,2008
Eritrea,ERI,Rabies virus (Inf. with),2022,60.0,61.01365176077943,26.02634142304035,135.0725160079909,2.5538234640003782e-05,1.0893739268196253e-05,5.653675050876306e-05,None,2008-2021
Spain,ESP,Anthrax,2022,134.0,132.8954798453663,102.98124809973145,170.41258723305705,2.9365565073315055e-05,2.2755495867298365e-05,3.7655621737677934e-05,None,2021-2022
Spain,ESP,Avian chlamydiosis,2022,18.0,18.076150174526074,10.95826205474526,27.757744840343282,3.994239419148828e-06,2.4214183795678675e-06,6.1335559595106635e-06,None,2007
Spain,ESP,Bluetongue virus (Inf. with),2022,127.0,131.6671820361481,73.09028323443101,237.57221222829,1.4547075666536823e-05,8.075283941354268e-06,2.6247853824369606e-05,None,2005-2022
Spain,ESP,Bovine anaplasmosis,2022,246.0,244.50022083503094,204.8752884795178,294.3968347547587,2.7013285755562683e-05,2.263537715037358e-05,3.252604760684145e-05,None,2010-2022
Spain,ESP,Bovine babesiosis,2022,115.0,115.34156555145313,80.08020194176305,168.71465974703597,1.2743361372412127e-05,8.847555928694166e-06,1.864021758072059e-05,None,2005-2022
Spain,ESP,Bovine cysticercosis (-2014),2022,30.0,29.447304465138778,18.846127379684518,45.01542004967542,3.253446755717119e-06,2.0821896297453595e-06,4.973469557841571e-06,None,2005
Spain,ESP,Bovine genital campylobacteriosis,2022,3.0,3.172786662877131,0.42023398705383797,11.079583272607007,7.01082334183792e-07,9.285800019088e-08,2.448226410375525e-06,None,2005-2014
Spain,ESP,Bovine spongiform encephalopathy,2022,32.0,32.451054644533386,3.2832360851169673,126.98601324345262,3.585312148955585e-06,3.6274402643620145e-07,1.4029882881044715e-05,Adjusted_Susceptible_Cases,2005-2023
Spain,ESP,Bovine tuberculosis (-2018),2022,20611.0,20864.877762505712,19856.713575100082,21961.48270275043,0.0023052286142258476,0.002193842918172476,0.002426385570692482,None,2008-2018
Spain,ESP,Bovine viral diarrhoea (2006-),2022,1667.0,1615.88908300189,1338.5839479847664,1956.847116736824,0.00017852938291567445,0.00014789168930493234,0.00021619968343516142,Adjusted_Susceptible_Cases,2008-2023
Spain,ESP,Brucella abortus (Inf. with),2022,654.0,670.0832766598597,515.9651997273386,897.6257092969066,7.4033270688331e-05,5.700573738771693e-05,9.917299748836403e-05,Adjusted_Susceptible_Cases,2005-2020
Spain,ESP,Brucella melitensis (Inf. with),2022,926.0,976.1295343877114,827.7028914252334,1154.0704064921854,0.0001078463894912018,9.144766679724733e-05,0.00012750595302589245,None,2008-2018
Spain,ESP,Brucella suis (Inf. with),2022,2.0,2.0478325348154938,0.1167900975257641,9.007859840751046,2.2625208784508128e-07,1.2903400524992415e-08,9.95221562963111e-07,None,2016-2020
Spain,ESP,"Chlamydia abortus (Inf. with) (Enzootic abortion of ewes, ovine chlamydiosis)",2022,701.0,703.9656262412655,646.6856660576306,766.3789091583034,0.00015555343515685156,0.00014289643282594744,0.00016934473432723794,None,2007
Spain,ESP,Echinococcosis/hydatidosis,2022,81.0,92.0803272897586,58.072494042643186,143.24127028696793,1.0173374015977996e-05,6.4160632278961575e-06,1.58258236047256e-05,None,2011-2013
Spain,ESP,Echinococcus granulosus (Inf. with) (2014-),2022,1770.0,1766.6914514836258,1548.4714654502452,2035.596553068016,0.00019519058452318287,0.00017108083599141378,0.0002249002114732907,None,2016-2022
Spain,ESP,Enzootic bovine leukosis,2022,8.0,7.852614524037007,2.66698220122369,17.991293948607197,1.7351716030491304e-06,5.893160510089238e-07,3.9754889618195336e-06,None,2005
Spain,ESP,Epizootic hemorrhagic disease virus (Inf. with),2022,26.0,26.0,16.493147565360786,40.517769633573984,5.745151699625792e-06,3.6444474910504427e-06,8.953105118283612e-06,None,2022
Spain,ESP,Haemorrhagic septicaemia (Pasteurella multocida serotypes 6:b and 6:e),2022,1.0,1.0956049236862524,0.06248353012838199,4.819268873610162,2.420929419013253e-07,1.3806821512142044e-08,1.0649011830836575e-06,None,2014
Spain,ESP,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis,2022,23147.0,24415.99137179333,23386.240028933433,25522.77187867363,0.0026975687370712907,0.0025837980125016083,0.0028198499276523687,Adjusted_Susceptible_Cases,2005-2023
Spain,ESP,Leptospirosis,2022,16.0,16.982981112376986,4.847182262959876,44.95140398807317,1.8763423615862567e-06,5.355345657007676e-07,4.966396827358541e-06,None,2005-2011
Spain,ESP,Mycobacterium tuberculosis complex (Inf. with)(2019-),2022,23310.0,23212.887687014336,21784.96617518802,24755.41080246106,0.002564645406697558,0.002406883373993689,0.002735069047051805,Adjusted_Susceptible_Cases,2019-2023
Spain,ESP,Paratuberculosis,2022,5108.0,5263.502937313242,4692.68455307898,5923.435495018145,0.00058153120858251,0.0005184650891524885,0.0006544429904197545,Adjusted_Susceptible_Cases,2008-2023
Spain,ESP,Q fever,2022,153.0,156.8209741285735,92.11073096287038,278.2015880252766,1.732615934714897e-05,1.0176733125867477e-05,3.0736737043884846e-05,None,2009-2022
Spain,ESP,"Theileria annulata, Theileria orientalis and Theileria parva (Inf. with)",2022,64.0,64.19200927939323,41.20674375776376,97.66829924759024,7.092169831036549e-06,4.552672960306942e-06,1.0790753758112567e-05,None,2005-2020
Spain,ESP,Trichomonosis,2022,45.0,46.20035104477025,20.857088151991118,94.59182597306923,5.104385102464807e-06,2.3043679893395524e-06,1.0450853649228574e-05,None,2014-2022
Estonia,EST,Bovine viral diarrhoea (2006-),2022,294.0,288.0614490774488,233.68539552621982,354.20393892914046,0.001014122334368769,0.0008226910597649,0.0012469774297804632,None,2006-2022
Estonia,EST,Enzootic bovine leukosis,2022,36.0,32.097835027254646,8.853958328253379,88.66904051274054,0.00011300065138973648,3.1170421856199185e-05,0.00031215997364105103,None,2005-2013
Estonia,EST,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis,2022,360.0,353.42968834100714,289.80875988286937,435.2665274095498,0.0012442516752015742,0.001020273754208306,0.0015323588361540216,None,2006-2022
Estonia,EST,Leptospirosis,2022,93.0,89.56968448818174,63.21955134447161,127.36820398995081,0.0003153306970187704,0.00022256487007383068,0.0004484006477379011,None,2006-2011
Estonia,EST,Paratuberculosis,2022,7.0,7.0,2.12518642930244,16.918133593372318,2.4643548671008625e-05,7.481733600783101e-06,5.956040694727096e-05,None,2022
Estonia,EST,Rabies virus (Inf. with),2022,22.0,19.41690214685288,3.7198669066056156,61.39352534409413,6.835733901374012e-05,1.3095817308944257e-05,0.00021613633284314074,None,2005-2007
Ethiopia,ETH,Anthrax,2022,556.0,556.0,494.6001012418111,622.5173094296168,7.740851656852724e-06,6.8860180093115084e-06,8.666931917477967e-06,None,2022
Ethiopia,ETH,Bovine babesiosis,2022,95.0,98.90355186272191,74.49204363453465,128.75085700867086,1.3769743224913136e-06,1.0371076607746995e-06,1.7925202963970828e-06,None,2018-2021
Ethiopia,ETH,Brucella abortus (Inf. with),2022,24.0,24.90372542739283,16.221809881535506,36.23674161318449,6.934390080447449e-07,4.516928917217051e-07,1.009004465307062e-06,None,2019
Ethiopia,ETH,Foot and mouth disease virus (Inf. with),2022,42633.0,42632.99999999999,42107.85731145127,43163.260559664304,0.0005935534688607952,0.0005862422248846505,0.0006009359658605094,None,2022
Ethiopia,ETH,Haemorrhagic septicaemia (Pasteurella multocida serotypes 6:b and 6:e),2022,4011.0,4011.0,3845.81366081668,4181.30403634244,5.584272661085661e-05,5.354293713719359e-05,5.821376668619849e-05,None,2022
Ethiopia,ETH,Heartwater,2022,23.0,25.33928505747289,16.343036391025755,37.14997606636457,7.055670745345413e-07,4.5506841843696433e-07,1.034433286997688e-06,None,2018
Ethiopia,ETH,Lumpy skin disease virus (Inf. with),2022,3047.0,3047.0,2897.9522982146364,3201.165391365538,4.242153776696088e-05,4.034643677898368e-05,4.456788925109986e-05,None,2022
Ethiopia,ETH,Malignant catarrhal fever (wildebeest only)(2006-2008),2022,4.0,6.586388954058368,2.044364035288357,15.298470046278043,1.8339661815719134e-07,5.6924887517165464e-08,4.2598268778792504e-07,None,2005
Ethiopia,ETH,Mycoplasma mycoides subsp. mycoides SC (Inf. with) (Contagious bovine pleuropneumonia),2022,2648.0,2648.0,2514.505215652003,2786.6124261115715,3.686650213551441e-05,3.5007935008533494e-05,3.879631909293552e-05,None,2022
Ethiopia,ETH,Rabies virus (Inf. with),2022,49.0,49.0,32.19060225708268,70.91896746090036,6.821973582478119e-07,4.481702820446502e-07,9.873618826834443e-07,None,2022
Ethiopia,ETH,"Trypanosoma Brucei, T. Congolense, T. Simiae and T. Vivax (Inf. with) (2022-)",2022,72.0,72.0,51.30322379505761,97.81026958229029,1.0024124447722952e-06,7.142637498486652e-07,1.3617532146641786e-06,None,2022
Ethiopia,ETH,Trypanosomosis (tsetse-transmitted) (-2021),2022,1077.0,1043.663527518254,969.7850164831138,1122.6348792806493,1.4530295946378482e-05,1.3501730128838596e-05,1.5629766304532865e-05,None,2020-2021
Finland,FIN,Anthrax,2022,1.0,0.9085647321709839,0.05181642633111082,3.9965298062730104,1.6801004700081066e-06,9.581794136453053e-08,7.390306235942547e-06,None,2008
Finland,FIN,Bovine babesiosis,2022,6.0,5.691948536158436,0.843721999813149,20.14353896085401,5.262721010538884e-06,7.800972667379979e-07,1.8624522875156265e-05,None,2015-2022
Finland,FIN,Bovine viral diarrhoea (2006-),2022,49.0,44.491107250377254,31.5132637141895,62.07406756542103,8.227210187206859e-05,5.82737226121334e-05,0.00011478617472062768,None,2009-2010
Finland,FIN,Enzootic bovine leukosis,2022,1.0,0.9085647321709839,0.05181642633111081,3.9965298062730126,1.6801004700081066e-06,9.581794136453052e-08,7.39030623594255e-06,None,2008
Finland,FIN,Q fever,2022,6.0,5.451388393025903,1.4301144977241893,14.04895098211667,5.04030141002432e-06,1.3222701447207638e-06,1.2989525298750574e-05,None,2008
Fiji,FJI,Bovine tuberculosis (-2018),2022,1719.0,1438.6217373744964,1348.932177637106,1532.5941712216807,0.0161452414272431,0.015138681080041592,0.01719986724899479,None,2018
Fiji,FJI,Brucella abortus (Inf. with),2022,18.0,13.556934064471625,6.564077149428455,24.333048856214234,0.00015214560422503368,7.366676560718763e-05,0.00027308286691222973,None,2018-2019
Fiji,FJI,Mycobacterium tuberculosis complex (Inf. with)(2019-),2022,698.0,452.6519992430969,419.8962846039612,487.0670873344774,0.010159968559409616,0.009424752474136383,0.010932429994601367,None,2019
France,FRA,Anthrax,2022,251.0,218.26240490297636,137.1934098159149,350.79572917754035,1.0272849491327587e-05,6.457214887132857e-06,1.6510730419392737e-05,None,2005-2022
France,FRA,Bluetongue virus (Inf. with),2022,2157.0,3431.1222033441377,2862.620907277788,4240.583566206338,0.00016149094479635676,0.00013473357330716064,0.00019958946548948646,Adjusted_Susceptible_Cases,2006-2023
France,FRA,Bovine spongiform encephalopathy,2022,64.0,55.672036439902115,9.151280376813668,209.62356523706706,2.6202884160332118e-06,4.3071882217066353e-07,9.86624946459808e-06,None,2005-2021
France,FRA,Bovine tuberculosis (-2018),2022,108.0,96.85251884198746,37.80686231178833,227.15726438007562,4.558509970427521e-06,1.779437033331482e-06,1.069149947685931e-05,None,2015-2017
France,FRA,Brucella abortus (Inf. with),2022,1.0,0.8868926949640688,0.05058044668143418,3.9012003931962616,8.348588639783238e-08,4.761290119509791e-09,3.672317685001985e-07,None,2012
France,FRA,Brucella melitensis (Inf. with),2022,2.0,1.8620284101283682,0.10619348795248486,8.190557896104552,8.763917732111399e-08,4.998156779129809e-09,3.85500968680747e-07,None,2012-2021
