Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guangdong,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,56,0,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guangxi,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,309,0,-,13,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guangxi,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,15,0,-,12,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guangxi,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,5421,2145,-,4690,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guangxi,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,195,1,-,42,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guangxi,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,19,1,-,6,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guangxi,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,11088,0,-,354,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guizhou,Anthrax,,Domestic,Swine,-,-,-,-,Animal,5,1,-,4,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guizhou,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,4,0,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guizhou,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,2484,1966,-,1648,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guizhou,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,77,0,-,23,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guizhou,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,671,0,-,43,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guizhou,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,20,0,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hainan,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,5,0,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hainan,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,5,0,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hainan,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,236,0,-,4,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hebei,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,376,0,-,15,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hebei,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,88,2,-,26,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hebei,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,14,0,-,1,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hebei,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,3,2,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hebei,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,767,0,-,46,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Heilongjiang,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,5,Animal,36,0,-,31,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Henan,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,165,0,-,72,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Henan,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,258,26,-,55,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Henan,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,26,0,-,6,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Henan,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,125,0,-,10,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hubei,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,9,0,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hubei,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1381,0,-,81,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hubei,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,2132,21,-,1179,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hubei,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,403,0,-,46,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hubei,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,479,80,-,6,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hunan,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,19,0,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hunan,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,121,0,-,41,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hunan,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,90,10,-,72,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hunan,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1497,0,-,313,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hunan,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,241,0,-,12,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Jiangsu,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,23,0,-,14,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Jiangsu,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,48,0,-,10,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Jiangsu,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,1171,0,-,53,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Jiangsu,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,3,0,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Jiangxi,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,652,0,-,15,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Jiangxi,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,53,0,-,28,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Jiangxi,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,141,57,-,77,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Jiangxi,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,434,95,-,102,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Jiangxi,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,876,0,-,70,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Ningxia,Anthrax,,Domestic,Swine,-,-,-,-,Animal,2,0,-,2,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Ningxia,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,200,8,-,91,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Ningxia,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,252,0,-,76,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Ningxia,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,282,0,-,20,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Qinghai,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,941,2,-,494,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Qinghai,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,21,0,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Shaanxi,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,20,0,-,6,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Shaanxi,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,71,35,-,29,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Shaanxi,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,3,0,-,3,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Shandong,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,24,0,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Shandong,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,59,0,-,35,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Shandong,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,175,0,-,80,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Shandong,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,511,0,-,76,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Shanghai,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,9,0,-,1,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Shanghai,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,368,0,-,170,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Shanghai,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,6915,0,-,429,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Shanxi,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,3,0,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Shanxi,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,5,2,-,3,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Shanxi,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,23,0,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Sichuan,Streptococcus suis (Inf. with),-,Domestic,Swine,358,-,6,3830,Animal,225,3814,0,16,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Sichuan,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,4,0,-,2,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Sichuan,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,61,0,-,1,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Tianjin,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,4,0,-,1,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Xinjiang,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,204,0,-,46,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Xinjiang,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Xinjiang,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,2,0,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Yunnan,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,51,0,-,29,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Yunnan,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,848,13,-,638,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Yunnan,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,77,68,-,9,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Yunnan,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,1122,1,-,37,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Yunnan,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,12,3,-,9,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Zhejiang,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,60,0,-,5,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Zhejiang,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,24,1,-,7,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Zhejiang,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,478,247,-,232,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Zhejiang,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,7985,0,-,485,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Zhejiang,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,702,0,-,9,-
2005,Jul-Dec 2005,Asia,Chinese Taipei,Miaoli County,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,850,Animal,90,0,0,30,0
2005,Jul-Dec 2005,Asia,Chinese Taipei,Pingtung County,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,1400,Animal,226,2,0,112,0
2005,Jul-Dec 2005,Asia,Chinese Taipei,T'Ai-Nan (2005-2012),Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,2010,Animal,312,0,0,165,0
2005,Jul-Dec 2005,Asia,Chinese Taipei,Taitung County,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,650,Animal,30,0,0,20,0
2005,Jul-Dec 2005,Asia,Georgia,Georgia,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,250,Animal,40,0,40,0,-
2005,Jul-Dec 2005,Asia,Hong Kong,Hong Kong,Foot and mouth disease virus (Inf. with),O,Domestic,Swine,-,-,-,-,Animal,100,-,-,-,0
2005,Jul-Dec 2005,Asia,India,Arunachal Pradesh,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,22,-,-,10,-
2005,Jul-Dec 2005,Asia,India,Goa,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,15,-,-,11,-
2005,Jul-Dec 2005,Asia,India,Manipur,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,280,-,-,45,-
2005,Jul-Dec 2005,Asia,India,Mizoram,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,79,-,-,4,-
2005,Jul-Dec 2005,Asia,India,Punjab,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,45,-,-,45,-
2005,Jul-Dec 2005,Asia,India,Rajasthan,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1195,-,-,850,-
2005,Jul-Dec 2005,Asia,Israel,Haifa,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Israel,Hazafon,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Japan,Iwate,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,3,-,-,-,-
2005,Jul-Dec 2005,Asia,Korea (Rep. of),Korea (Rep. of),Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,57,-,-,-,-
2005,Jul-Dec 2005,Asia,Malaysia,Pulau Pinang,Foot and mouth disease virus (Inf. with),O,Domestic,Swine,-,-,-,400,Animal,400,0,0,0,-
2005,Jul-Dec 2005,Asia,Mongolia,Khuvsgul,Anthrax,,Domestic,Swine,-,-,-,-,Animal,2,0,0,2,-
2005,Jul-Dec 2005,Asia,Myanmar,Myanmar,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,25,Animal,1,0,0,1,58000
2005,Jul-Dec 2005,Asia,Nepal,Nepal,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,947711,Animal,994,0,0,922,0
2005,Jul-Dec 2005,Asia,Nepal,Nepal,Foot and mouth disease virus (Inf. with),O,Domestic,Swine,-,-,-,947711,Animal,15,0,0,2,0
2005,Jul-Dec 2005,Asia,Philippines,Philippines,Foot and mouth disease virus (Inf. with),not typed,Domestic,Swine,-,-,-,45,Animal,3,3,0,0,-
2005,Jul-Dec 2005,Asia,Philippines,Philippines,Foot and mouth disease virus (Inf. with),O,Domestic,Swine,-,-,-,33,Animal,3,3,0,0,-
2005,Jul-Dec 2005,Asia,Philippines,Philippines,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,15,-,-,15,-
2005,Jul-Dec 2005,Asia,Sri Lanka,Gampaha,Foot and mouth disease virus (Inf. with),O,Domestic,Swine,-,-,-,750,Animal,35,0,0,0,690
2005,Jul-Dec 2005,Asia,Thailand,Chachoengsao,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,5223,Animal,5,0,0,0,-
2005,Jul-Dec 2005,Asia,Thailand,Chiang Mai,Foot and mouth disease virus (Inf. with),not sampled,Domestic,Swine,-,-,-,27,Animal,0,0,0,0,-
2005,Jul-Dec 2005,Asia,Thailand,Chiang Mai,Foot and mouth disease virus (Inf. with),not typed,Domestic,Swine,-,-,-,12,Animal,0,0,0,0,-
2005,Jul-Dec 2005,Asia,Thailand,Chiang Rai,Foot and mouth disease virus (Inf. with),O,Domestic,Swine,-,-,-,74,Animal,3,0,0,0,-
2005,Jul-Dec 2005,Asia,Thailand,Chumphon,Foot and mouth disease virus (Inf. with),O,Domestic,Swine,-,-,-,158,Animal,0,0,0,0,-
2005,Jul-Dec 2005,Asia,Thailand,Kalasin,Foot and mouth disease virus (Inf. with),A,Domestic,Swine,-,-,-,27,Animal,0,0,0,0,-
2005,Jul-Dec 2005,Asia,Thailand,Kalasin,Foot and mouth disease virus (Inf. with),not sampled,Domestic,Swine,-,-,-,27,Animal,0,0,0,0,-
2005,Jul-Dec 2005,Asia,Thailand,Kalasin,Foot and mouth disease virus (Inf. with),O,Domestic,Swine,-,-,-,41,Animal,0,0,0,0,-
2005,Jul-Dec 2005,Asia,Thailand,Khon Kaen,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,2195,Animal,142,0,0,33,-
2005,Jul-Dec 2005,Asia,Thailand,Nakhon Si Thammarat,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,60,Animal,60,0,0,1,-
2005,Jul-Dec 2005,Asia,Thailand,Nakhon Si Thammarat,Foot and mouth disease virus (Inf. with),O,Domestic,Swine,-,-,-,5585,Animal,0,0,0,0,-
2005,Jul-Dec 2005,Asia,Thailand,Phatthalung,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,45,Animal,40,0,0,33,-
2005,Jul-Dec 2005,Asia,Thailand,Phatthalung,Foot and mouth disease virus (Inf. with),A,Domestic,Swine,-,-,-,1694,Animal,11,0,0,0,-
2005,Jul-Dec 2005,Asia,Thailand,Phatthalung,Foot and mouth disease virus (Inf. with),O,Domestic,Swine,-,-,-,7409,Animal,38,0,0,0,-
2005,Jul-Dec 2005,Asia,Thailand,Phitsanulok,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,150,Animal,17,0,0,13,-
2005,Jul-Dec 2005,Asia,Thailand,Prachuap Khiri Khan,Foot and mouth disease virus (Inf. with),not typed,Domestic,Swine,-,-,-,902,Animal,0,0,0,0,-
2005,Jul-Dec 2005,Asia,Thailand,Ratchaburi,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,9000,Animal,300,0,0,300,-
2005,Jul-Dec 2005,Asia,Thailand,Si Sa Ket,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,50,Animal,7,0,0,5,-
2005,Jul-Dec 2005,Asia,Thailand,Sukhothai,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,95,Animal,87,0,0,35,-
2005,Jul-Dec 2005,Asia,Thailand,Surin,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,127,Animal,101,0,0,50,-
2005,Jul-Dec 2005,Asia,Thailand,Trang,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,10,Animal,1,0,0,0,-
2005,Jul-Dec 2005,Asia,Thailand,Udon Thani,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,2,Animal,2,0,0,0,-
2005,Jul-Dec 2005,Asia,Thailand,Uttaradit,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,40,Animal,8,0,0,4,-
2005,Jul-Dec 2005,Asia,Vietnam,Vietnam,Anthrax,,Domestic,Swine,-,-,-,3,Animal,2,1,0,1,50
2005,Jul-Dec 2005,Asia,Vietnam,Vietnam,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,7090,Animal,4152,183,0,1610,24500
2005,Jul-Dec 2005,Asia,Vietnam,Vietnam,Foot and mouth disease virus (Inf. with),,Domestic,Swine,-,-,-,390,Animal,279,81,174,24,5100
2005,Jul-Dec 2005,Asia,Vietnam,Vietnam,Leptospirosis,,Domestic,Swine,-,-,-,711,Animal,419,155,0,200,2220
2005,Jul-Dec 2005,Europe,Belarus,Grodno,Enterovirus encephalomyelitis (-2005),,Domestic,Swine,-,-,-,-,Animal,9,0,0,4,-
2005,Jul-Dec 2005,Europe,Belarus,Grodno,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,6,0,0,6,-
2005,Jul-Dec 2005,Europe,Bosnia and Herzegovina,Bosnia and Herzegovina,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,200,-,-,-,-
2005,Jul-Dec 2005,Europe,Bosnia and Herzegovina,Bosnia and Herzegovina,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,82,-,-,-,-
2005,Jul-Dec 2005,Europe,Bulgaria,Bulgaria,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,-,Animal,1517,0,1517,0,-
2005,Jul-Dec 2005,Europe,Bulgaria,Bulgaria,Leptospirosis,,Domestic,Swine,-,-,-,43955,Animal,208,0,0,0,9630
2005,Jul-Dec 2005,Europe,Bulgaria,Bulgaria,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,205,0,205,0,0
2005,Jul-Dec 2005,Europe,Bulgaria,Bulgaria,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,8,8,0,0,-
2005,Jul-Dec 2005,Europe,Croatia,Vukovarsko-Srijemska,Leptospirosis,,Domestic,Swine,-,-,-,203,Animal,12,0,0,0,0
2005,Jul-Dec 2005,Europe,Czech Republic,Czech Republic,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Estonia,Järva,Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,8,0,0,8,0
2005,Jul-Dec 2005,Europe,France,France,Brucella suis (Inf. with),,Domestic,Swine,-,-,-,237,Animal,2,0,237,0,0
2005,Jul-Dec 2005,Europe,Germany,Germany,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Germany,Germany,Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Germany,Germany,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Hungary,Bacs-Kiskun,Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,6,-,-,-,-
2005,Jul-Dec 2005,Europe,Hungary,Hajdu-Bihar,Brucella suis (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1,-,-,-,-
2005,Jul-Dec 2005,Europe,Hungary,Heves,Brucella suis (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1,-,-,-,-
2005,Jul-Dec 2005,Europe,Hungary,Hungary,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,0
2005,Jul-Dec 2005,Europe,Hungary,Szabolcs-Szatmar-Bereg,Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,3,-,-,-,-
2005,Jul-Dec 2005,Europe,Italy,Calabria,Swine vesicular disease (-2014),,Domestic,Swine,-,-,-,43,Animal,2,43,0,0,-
2005,Jul-Dec 2005,Europe,Italy,Emilia-Romagna,Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Italy,Lombardia,Leptospirosis,,Domestic,Swine,-,-,-,11000,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Italy,Piemonte,Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Italy,Sardegna,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,2537,Animal,273,2307,0,230,-
2005,Jul-Dec 2005,Europe,Italy,Toscana,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Latvia,Latvia,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,0,Animal,0,0,0,0,86
2005,Jul-Dec 2005,Europe,Lithuania,Lithuania,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,116,-,-,-,-
2005,Jul-Dec 2005,Europe,Lithuania,Lithuania,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1,1,-,-,-
2005,Jul-Dec 2005,Europe,Norway,Norway,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Poland,Kujawsko-Pomorskie,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,653,Animal,8,1,-,-,-
2005,Jul-Dec 2005,Europe,Poland,Mazowieckie,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,85,Animal,1,-,-,-,-
2005,Jul-Dec 2005,Europe,Poland,Podkarpackie,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,1647,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Poland,Wielkopolskie,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,82,Animal,4,-,-,-,-
2005,Jul-Dec 2005,Europe,Portugal,Portugal,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,506,-,-,-,-
2005,Jul-Dec 2005,Europe,Portugal,Portugal,Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,2,-,-,-,-
2005,Jul-Dec 2005,Europe,Romania,Buzau,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,20,Animal,20,20,0,0,-
